Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,ETH_Open,ETH_High,ETH_Low,ETH_Close,ETH_Volume,BNB_Open,BNB_High,BNB_Low,BNB_Close,BNB_Volume,XRP_Open,XRP_High,XRP_Low,XRP_Close,XRP_Volume,ADA_Open,ADA_High,ADA_Low,ADA_Close,ADA_Volume,Target
2017-11-09,7446.830078125,7446.830078125,7101.52001953125,7143.580078125,3226249984,308.6449890136719,329.4519958496094,307.0559997558594,320.8840026855469,893249984.0,2.0531399250030518,2.1742300987243652,1.8939399719238281,1.9907699823379517,19192200.0,0.2179110050201416,0.22179099917411804,0.21486599743366241,0.21748800575733185,147916992.0,0.02515999972820282,0.03505999967455864,0.025005999952554703,0.03205300122499466,18716200.0,0.0
2017-11-10,7173.72998046875,7312.0,6436.8701171875,6618.14013671875,5208249856,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,885985984.0,2.007730007171631,2.069469928741455,1.6447800397872925,1.796839952468872,11155000.0,0.21825599670410156,0.2190680056810379,0.2052599936723709,0.20648300647735596,141032992.0,0.03221900016069412,0.033348001539707184,0.026450999081134796,0.027118999511003494,6766780.0,1.0
2017-11-11,6618.60986328125,6873.14990234375,6204.22021484375,6357.60009765625,4908680192,298.58599853515625,319.4530029296875,298.1919860839844,314.6809997558594,842300992.0,1.7862800359725952,1.9177500009536743,1.6142899990081787,1.6704699993133545,8178150.0,0.20594799518585205,0.2144560068845749,0.20545899868011475,0.21042999625205994,134503008.0,0.02689100056886673,0.029658999294042587,0.025684000924229622,0.02743699960410595,5532220.0,0.0
2017-11-12,6295.4501953125,6625.0498046875,5519.009765625,5950.06982421875,8957349888,314.69000244140625,319.15301513671875,298.51300048828125,307.9079895019531,1613479936.0,1.6688899993896484,1.6727999448776245,1.4625600576400757,1.5196900367736816,15298700.0,0.21021400392055511,0.21021400392055511,0.1953890025615692,0.1973389983177185,251175008.0,0.027480000630021095,0.027952000498771667,0.02259100042283535,0.023977000266313553,7280250.0,1.0
2017-11-13,5938.25,6811.18994140625,5844.2900390625,6559.490234375,6263249920,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,1041889984.0,1.5260100364685059,1.7350200414657593,1.5176000595092773,1.6866199970245361,12238800.0,0.1974720060825348,0.2040809988975525,0.1974560022354126,0.20344200730323792,132567000.0,0.02436400018632412,0.02630000002682209,0.02349499985575676,0.025807999074459076,4419440.0,1.0
2017-11-14,6561.47998046875,6764.97998046875,6461.75,6635.75,3197110016,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,1069680000.0,1.6892800331115723,1.7353700399398804,1.568269968032837,1.592579960823059,7829600.0,0.20367899537086487,0.21369299292564392,0.20367899537086487,0.20982499420642853,127361000.0,0.025797000154852867,0.026788000017404556,0.025342000648379326,0.02622999995946884,3033290.0,0.0
2017-11-15,6634.759765625,7342.25,6634.759765625,7315.5400390625,4200880128,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,722665984.0,1.5877699851989746,1.6249799728393555,1.4954999685287476,1.5304499864578247,7615500.0,0.20893700420856476,0.2131049931049347,0.20805799961090088,0.2129559963941574,100294000.0,0.02611600048840046,0.027773000299930573,0.02526099979877472,0.026444999501109123,6858800.0,0.0
2017-11-16,7323.240234375,7967.3798828125,7176.580078125,7871.68994140625,5123809792,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,797254016.0,1.556190013885498,1.6822199821472168,1.5368900299072266,1.5779199600219727,8928640.0,0.2126549929380417,0.2717899978160858,0.20928700268268585,0.2271070033311844,1022579968.0,0.026582999154925346,0.02817000076174736,0.02565399929881096,0.027580000460147858,4888130.0,1.0
2017-11-17,7853.56982421875,8004.58984375,7561.08984375,7708.990234375,4651670016,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,621732992.0,1.580049991607666,1.5826599597930908,1.495300054550171,1.5103600025177002,8508840.0,0.2247679978609085,0.23940899968147278,0.2202730029821396,0.22658100724220276,397071008.0,0.027142999693751335,0.027435999363660812,0.02518399991095066,0.025772999972105026,3578870.0,1.0
2017-11-18,7697.2099609375,7884.990234375,7463.43994140625,7790.14990234375,3667190016,331.9800109863281,349.6159973144531,327.68701171875,347.61199951171875,649638976.0,1.5113600492477417,1.6767799854278564,1.49822998046875,1.6743299961090088,32167300.0,0.2265470027923584,0.2303989976644516,0.22239899635314941,0.22862699627876282,144298000.0,0.025597000494599342,0.027122000232338905,0.024747999384999275,0.0263689998537302,2930550.0,1.0
2017-11-19,7766.02978515625,8101.91015625,7694.10009765625,8036.490234375,3149319936,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,1181529984.0,1.673359990119934,1.7012300491333008,1.5678000450134277,1.6137700080871582,38081700.0,0.2281399965286255,0.2362309992313385,0.22603699564933777,0.23101599514484406,193808000.0,0.026242999359965324,0.028478000313043594,0.02558100037276745,0.028084000572562218,4725050.0,1.0
2017-11-20,8039.06982421875,8336.8603515625,7949.35986328125,8200.6396484375,3488450048,354.093994140625,372.1369934082031,353.28900146484375,366.7300109863281,807027008.0,1.6255899667739868,1.6606500148773193,1.555609941482544,1.6244499683380127,12994500.0,0.23133599758148193,0.2434300035238266,0.23091700673103333,0.23875899612903595,214663008.0,0.028152000159025192,0.03229999914765358,0.027612000703811646,0.02958099916577339,16172400.0,0.0
2017-11-21,8205.740234375,8348.66015625,7762.7099609375,8071.259765625,4277609984,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,949912000.0,1.6581699848175049,1.6596699953079224,1.549839973449707,1.5740599632263184,5440790.0,0.237977996468544,0.24097399413585663,0.2272000014781952,0.23327100276947021,217851008.0,0.029587000608444214,0.029709000140428543,0.027403999119997025,0.02833000011742115,5836790.0,1.0
2017-11-22,8077.9501953125,8302.259765625,8075.47021484375,8253.5498046875,3633530112,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,800819008.0,1.5904899835586548,1.6213699579238892,1.5582300424575806,1.6117500066757202,7177000.0,0.23264199495315552,0.24084800481796265,0.2323170006275177,0.23885899782180786,167078000.0,0.028398999944329262,0.029033999890089035,0.027891000732779503,0.02854900062084198,4938480.0,1.0
2017-11-23,8232.3798828125,8267.400390625,8038.77001953125,8038.77001953125,4225179904,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,1845680000.0,1.6105999946594238,1.6166800260543823,1.5375900268554688,1.548699975013733,8392640.0,0.23899100720882416,0.25009599328041077,0.23730400204658508,0.24240200221538544,240684992.0,0.028540000319480896,0.02867799997329712,0.02744399942457676,0.02744399942457676,5132300.0,1.0
2017-11-24,8074.02001953125,8374.16015625,7940.93017578125,8253.6904296875,5058610176,412.5010070800781,480.9729919433594,402.75799560546875,474.9110107421875,2292829952.0,1.5695300102233887,1.820180058479309,1.5555800199508667,1.717710018157959,12155400.0,0.24285100400447845,0.245388001203537,0.2384209930896759,0.2446420043706894,211486000.0,0.0274059996008873,0.028596999123692513,0.026962999254465103,0.02838199958205223,5502350.0,0.0
2017-11-25,8241.7099609375,8790.919921875,8191.14990234375,8790.919921875,4342060032,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,1422080000.0,1.7169699668884277,1.9576400518417358,1.693969964981079,1.8738700151443481,12839900.0,0.24417799711227417,0.2556999921798706,0.24358400702476501,0.2523930072784424,212592992.0,0.028324000537395477,0.03044700063765049,0.027746999636292458,0.03044700063765049,6156460.0,1.0
2017-11-26,8789.0400390625,9522.9296875,8775.58984375,9330.5498046875,5475579904,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,1197779968.0,1.8947399854660034,1.9353100061416626,1.826740026473999,1.8531299829483032,9056850.0,0.2529140114784241,0.2529140114784241,0.24858899414539337,0.24881799519062042,133297000.0,0.03043700009584427,0.039854999631643295,0.030117999762296677,0.03633200004696846,30527100.0,1.0
2017-11-27,9352.7197265625,9818.349609375,9352.7197265625,9818.349609375,5653320192,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000.0,1.8708300590515137,1.9472700357437134,1.7896300554275513,1.9429800510406494,22826600.0,0.24830499291419983,0.25473299622535706,0.24786099791526794,0.25392699241638184,196735008.0,0.036619000136852264,0.05712699890136719,0.036619000136852264,0.050592999905347824,77777296.0,0.0
2017-11-28,9823.4296875,10125.7001953125,9736.2998046875,10058.7998046875,6348819968,480.51800537109375,482.4800109863281,466.34698486328125,472.9020080566406,1346499968.0,1.9588500261306763,1.9588500261306763,1.8680399656295776,1.9171099662780762,36377700.0,0.2540369927883148,0.3010840117931366,0.25341498851776123,0.2991519868373871,720742976.0,0.050627000629901886,0.13173000514507294,0.04794900119304657,0.11974400281906128,240338000.0,0.0
