Date,Open,High,Low,Close,Volume,RSI,CCI,CMF,VWAP,ADX,DMP,DMN,ATR,MACD_LINE,MACD_HISTOGRAM,MACD_SIGNAL,BBL,BBM,BBU,BBB,BBP,EMAF,EMAM,EMAS,OBV,STOCHk,STOCHd,AROONd,AROONu,AROONosc,VISIBLE_ISA,VISIBLE_ISB,VISIBLE_ITS,VISIBLE_IKS,Target
2014-12-03,381.72198486328125,383.0260009765625,374.34600830078125,375.010009765625,13340100,50.383735290287376,13.455297613784461,-0.2981836605295767,377.46067301432294,15.972810533245731,20.245153337847114,19.394062097313626,13.325809180873476,2.574363554911656,0.40718432252922376,2.1671792323824324,369.57423451383903,376.4607151576451,383.34719580145116,3.6585387885279417,0.394670045045076,376.3219889788994,373.13011754809565,372.97254681896885,-52274522.0,68.0213951056685,62.96433490650046,28.57142857142857,42.85714285714286,14.285714285714292,351.47900390625,378.73500061035156,376.57798767089844,399.6234893798828,369.60400390625
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,14529600,43.00359238279706,-123.70521256970086,-0.3158760192000793,372.00600179036456,15.895219220500778,17.817080647557002,24.31845946909771,12.97869094286473,1.9534625542723916,-0.17097334248803264,2.124435896760424,369.52755525950425,376.4512852260045,383.3750151925047,3.6784201506144525,0.005520770387900389,374.6424927107371,372.80956176247327,372.8672798529464,-66804122.0,61.66889867487081,64.823054014237,14.28571428571429,28.57142857142857,14.28571428571428,351.47900390625,373.07798767089844,373.0279998779297,400.6024932861328,376.85400390625
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,15181800,53.630663275617344,-90.34959901693328,-0.26237993695335243,373.9340006510417,16.523805123663653,15.195286878709517,22.93365637428697,13.04401744714739,2.0230875531529477,-0.08107867488598153,2.1041662280389293,369.57998706048875,376.5094299316406,383.4388728027925,3.6808867562281207,0.5248630359623772,375.1953705096153,373.1772383209984,372.99186497961216,-51622322.0,56.91393835593917,62.20141071215949,0.0,14.28571428571429,14.28571428571429,351.77625274658203,365.42649841308594,373.0279998779297,400.6024932861328,374.7850036621094
2014-12-06,376.7569885253906,378.447998046875,370.94500732421875,374.7850036621094,7009320,50.49598980416928,-48.978186410602376,-0.2851548367722965,374.7260030110677,17.06259087793643,13.865981846451117,20.927387912903782,12.252438711389969,1.8895334723654855,-0.17170620453875518,2.0612396769042407,369.40264561456826,376.40857369559154,383.4145017766148,3.722512488086473,0.38412883955518506,375.09277879773884,373.32339880655394,373.0479005634402,-58631642.0,53.90166206329227,57.49483303136741,85.71428571428572,0.0,-85.71428571428572,353.71875762939453,365.42649841308594,373.0279998779297,400.6024932861328,375.0950012207031
2014-12-07,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,6491650,50.9966572661336,-33.94525793655897,-0.263025460820316,374.8873291015625,17.524405649810507,13.319360529637894,20.10239358757655,10.933085094838026,1.788093089273275,-0.21851727010477262,2.0066103593780475,369.07139311823556,375.9868600027902,382.9023268873448,3.678568386407606,0.4355170954488269,375.0933344034799,373.4844535714766,373.11187245897963,-52139992.0,52.40770580054785,54.40776873992643,71.42857142857143,28.57142857142857,-42.85714285714286,353.91925048828125,365.42649841308594,376.6785125732422,400.6024932861328,361.90899658203125
2014-12-08,374.9649963378906,376.02899169921875,361.885986328125,361.90899658203125,18898700,33.95493116296444,-171.08270537757804,-0.2704087723542942,366.6079915364583,21.81303145894758,10.95702303435683,30.819460382670492,11.39164661942079,0.636364862520395,-1.0961963974861222,1.7325612600065172,362.08779461140153,373.51028878348217,384.9327829555628,6.116294257533594,-0.007826575644368046,371.7972499481177,372.4321392997088,372.761782587825,-71038692.0,35.82587635247672,47.37841473877228,100.0,14.28571428571429,-85.71428571428571,376.2847442626953,365.42649841308594,372.9619903564453,400.6024932861328,352.218994140625
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,32915500,26.393198123462557,-190.51526091542246,-0.28136379865889144,353.4123229980469,28.27879095841133,8.661343919607344,43.9480775837713,12.352270813956888,-1.0462299812588185,-2.2230329930122688,1.1768030117534503,352.45410663952845,369.3537161690848,386.25332569864116,9.150908080654025,-0.006956151812035964,366.90268599624454,370.594580648883,372.11982044885,-103954192.0,24.159646859354883,37.46440967079315,100.0,0.0,-100.0,391.3737487792969,373.1944885253906,364.49449157714844,381.6820068359375,346.364990234375
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,16427700,22.812503059020045,-135.77868498527755,-0.2689946872262009,348.37132771809894,33.820858521492404,8.010761678970493,40.64699185717792,11.447517466492227,-2.8195655125672374,-3.19709481945655,0.37752930688931274,342.8490399092594,365.2615705217634,387.67410113426746,12.272044157554557,0.0784371561137782,361.76826205577714,368.39189061120044,371.3149820046477,-120381892.0,9.961916000841171,23.315813070890922,85.71428571428572,0.0,-85.71428571428572,393.30899810791016,373.1944885253906,364.49449157714844,377.15550231933594,350.5060119628906
2014-12-11,344.3399963378906,361.35699462890625,338.76300048828125,350.5060119628906,32431300,30.58450717898588,-80.61164714001484,-0.26137288038151246,350.2086690266927,33.519370329416525,15.858181107142006,30.585766989360916,13.039874524688651,-3.8464612409464394,-3.3791924382686016,-0.46726880267783766,338.3219816461893,362.53328595842635,386.7445902706634,13.356734539963604,0.251618627389339,358.9526995325555,366.76590164317224,370.6647016908428,-87950592.0,14.800404004740614,16.307322288312218,100.0,14.28571428571429,-85.71428571428571,394.1469955444336,373.1944885253906,360.8945007324219,374.4810028076172,352.5419921875
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,16989800,34.374773409084646,-53.795636037874594,-0.1912157061074816,351.60532633463544,33.26095229042677,15.143572552755014,29.207497275740298,11.704463915472278,-4.4447604832582215,-3.181993344464307,-1.2627671387939143,337.2017457599248,359.06014142717635,380.9185370944279,12.175339529678663,0.35090055695528705,357.35002269629166,365.47281896538385,370.0983670188633,-70960792.0,18.5246130853599,14.428977696980558,85.71428571428572,0.0,-85.71428571428572,394.24149322509766,373.1944885253906,358.9774932861328,374.4810028076172,347.3760070800781
